醫事機構代碼,醫事機構名稱,醫事機構種類,電話,地址,分區業務組,特約類別,服務項目,診療科別,終止合約或歇業日期,固定看診時段,備註,縣市別代碼,合約起日,URL,latitude,longitude
1532021383,懷寧醫院,醫院,03 -4919119,桃園市中壢區志廣路119號(不含8至9樓)及正光街229號1樓,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,骨科,整形外科,急診醫學科",,星期一上午看診、星期二上午休診、星期三上午休診、星期四上午休診、星期五上午休診、星期六上午休診、星期日上午休診、星期一下午休診、星期二下午休診、星期三下午休診、星期四下午休診、星期五下午休診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,停業,68000,2015/04/23,https://www.google.com/maps/place?q=桃園市中壢區志廣路119號(不含8至9樓)及正光街229號1樓,121.20284147537419,24.96134877
1532021392,中美醫院,醫院,03 -4266222,桃園市中壢區中美路95號1－3樓(含1樓夾層),北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,復健科,職業醫學科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,2016/05/16,https://www.google.com/maps/place?q=桃園市中壢區中美路95號1－3樓(含1樓夾層),121.22254117537402,24.958634477
1532040039,天成醫院,醫院,03 -4782350,桃園市楊梅區新成路196號、中山北路一段356號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,兒童牙齒預防保健,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","不分科,家醫科,內科,外科,兒科,婦產科,骨科,泌尿科,耳鼻喉科,眼科,神經科,復健科,急診醫學科,牙科,中醫一般科,麻醉科,放射線科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,1995/03/01,https://www.google.com/maps/place?q=桃園市楊梅區新成路196號、中山北路一段356號,121.14517124279699,24.909475511
1532040066,怡仁綜合醫院,綜合醫院,03 -4855566,桃園市楊梅區楊新北路321巷30號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,血液透析,兒童預防保健,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,居家照護,分娩,兒童牙齒預防保健,婦女乳房檢查,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,神經科,復健科,職業醫學科,急診醫學科,牙科,麻醉科,放射腫瘤科,放射診斷科,解剖病理科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午看診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上看診、星期日晚上休診,10／10（二）雙十節門診全日停診；急診24小時服務。,68000,1996/09/14,https://www.google.com/maps/place?q=桃園市楊梅區楊新北路321巷30號,121.1530017753727,24.917023577
1532060031,居善醫院,精神科醫院,03 -3866511,桃園市大園區南港里大觀路910號,北區業務組,地區醫院,"門診診療,住院診療",精神科,,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,68000,1999/07/13,https://www.google.com/maps/place?q=桃園市大園區南港里大觀路910號,121.16310877537727,25.058586477
1532061065,大園敏盛醫院,醫院,03 -3867521,桃園市大園區華中街2號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,孕婦產檢,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,婦產科,眼科,復健科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,68000,2005/09/01,https://www.google.com/maps/place?q=桃園市大園區華中街2號,121.19338047537741,25.062311677
1532070019,大明醫院,醫院,03 -3202792,桃園市龜山區龜山里萬壽路二段964號、966號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－語言治療業務,門診診療,住院診療,成人預防保健,婦女子宮頸抹片檢查,兒童牙齒預防保健,定量免疫法糞便潛血檢查","內科,外科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,本院週一至週五門診及急診時間 08:00~21:00 星期六門診及急診時間08:00~12:00星期日休診,68000,1995/03/01,https://www.google.com/maps/place?q=桃園市龜山區龜山里萬壽路二段964號、966號,121.33516177537525,24.99541267
1532091081,龍潭敏盛醫院,醫院,03 -4794151,桃園市龍潭區中豐路168號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,復健－聽力語言治療業務,門診診療,住院診療,血液透析,成人預防保健,婦女子宮頸抹片檢查,醫事放射業務,醫事檢驗業務,口腔黏膜檢查,定量免疫法糞便潛血檢查","家醫科,內科,外科,婦產科,泌尿科,神經科,復健科,放射腫瘤科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上休診、星期四晚上看診、星期五晚上休診、星期六晚上休診、星期日晚上休診,緊急門診時段周一至周五09:00~夜間08:30 （連續假期開診狀況以醫院公告為準）,68000,2012/12/13,https://www.google.com/maps/place?q=桃園市龍潭區中豐路168號,121.2112129753714,24.8751573779
1532100012,新永和醫院,醫院,03 -4220606,桃園市平鎮區延平路一段81號,北區業務組,地區醫院,"復健－物理治療業務,復健－職能治療業務,門診診療,住院診療,成人預防保健,兒童牙齒預防保健,定量免疫法糞便潛血檢查","內科,外科,骨科,復健科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午看診、星期日上午看診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上休診、星期二晚上休診、星期三晚上休診、星期四晚上休診、星期五晚上休診、星期六晚上休診、星期日晚上休診,-,68000,1995/03/01,https://www.google.com/maps/place?q=桃園市平鎮區延平路一段81號,121.21698877537388,24.951468477
1532101091,陽明醫院,醫院,03 -4929929,桃園市平鎮區延平路二段56號,北區業務組,地區醫院,"復健－物理治療業務,門診診療,住院診療,血液透析,成人預防保健,口腔黏膜檢查,定量免疫法糞便潛血檢查","內科,外科,骨科,放射診斷科",,星期一上午看診、星期二上午看診、星期三上午看診、星期四上午看診、星期五上午看診、星期六上午休診、星期日上午休診、星期一下午看診、星期二下午看診、星期三下午看診、星期四下午看診、星期五下午看診、星期六下午休診、星期日下午休診、星期一晚上看診、星期二晚上看診、星期三晚上看診、星期四晚上看診、星期五晚上看診、星期六晚上休診、星期日晚上休診,-,68000,2004/01/01,https://www.google.com/maps/place?q=桃園市平鎮區延平路二段56號,121.20989647537388,24.950094977
